text,sentiment,cleaned_text
"&quot;I know I'm right, I own an Apple&quot; #sxsw",3,quot know 'm right apple quot sxsw
Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,3,think shoulda go sxsw year .first year ipad could interest session sxsw
I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,3,wan na know rt one producer go sxsw hopefully free iphone apps dl
"I don't know what time it is! iPhone, blackberry, camera, hotel clock, TV all say different times. Austin, Texas #SXSW -- what time is it?",5,n't know time iphone blackberry camera hotel clock tv say different time austin texas sxsw -- time
"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",3,anybody know whether nab white 3g 64gb ipad2 austin sxsw apple popupstore
I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,3,n't know would original content anything today 's world ipad 2 well barry diller sxsw
Queue up now... #Apple set to open popup shop in core of #SXSW action for #iPad2 {link},5,queue apple set open popup shop core sxsw action ipad2 link
Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,3,apple open quot pop-up quot store sxsw rt smart well played fruit co. link /via
Apple opens #popup shop at #SXSW. {link} via @mention #in  #brand #values #design #innovation,5,apple open popup shop sxsw link via brand value design innovation
"Apple opens #sxsw pop-up store in Austin, TX - {link}",5,apple open sxsw pop-up store austin tx link
Apple opens iPad 2 pop-up store in Austin for #SXSW; could the strategy work for bookselling? {link},5,apple open ipad 2 pop-up store austin sxsw could strategy work bookselling link
Mayer opens it up to questions. Brave girl. More &quot;Google should...&quot; than actual ?s. At least she's accessible. #sxsw,5,mayer open question brave girl quot google should. quot actual least 's accessible sxsw
Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,3,see ton ipad2s around guess take long get sxsw apple store line
Apple Opens Pop Up Store at SXSW {link} via @mention #apple #iPad2 #technology #iTunes #SXSW,5,apple open pop store sxsw link via apple ipad2 technology itunes sxsw
"#SXSW plans shaping up... Wed: playing at @mention then #MEGABLAAG fo sho
Twitter for iPhone â€¢ 3/10/11 3:39 PM",5,sxsw plan shape wed play megablaag fo sho twitter iphone â˚¢ 3/10/11 3:39 pm
Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,3,apple open temporary store sxsw sell ipad 2 link tnw
"Apple plans to Keep Austin Wired, opening a pop-up Apple store just for #SXSW {link}",5,apple plan keep austin wire opening pop-up apple store sxsw link
"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",3,sxsw plan google party blackberry party ie 8 party good time
"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",3,sxsw sponsor apple plaid boy 'm attract
"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",3,quot transparency choice control define google products. quot -mayer thereby define google brand value sxsw
In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,1,consumerist 's quot bad company america 2011 quot tournament bracket apple pit microsoft first round sxsw
Check event #sxsw via Google Maps. Lot of buzz overthere..,5,check event sxsw via google map lot buzz overthere
Really want a braille @mention shirt. I've seen a few people at #SXSW wear them. Maybe I'll ask the guys at the booth next door.,5,really want braille shirt 've see people sxsw wear maybe 'll ask guy booth next door
The current Google Doodle is in tribute to Will Eisner whose birthday is March 6.  My #sxsw hashtag (#sxswEisner) is also a tribute to him!,5,current google doodle tribute eisner whose birthday march 6 sxsw hashtag sxsweisner also tribute
I just lent Marc Ecko my Apple remote! #beprepared #SXSW #fb,5,lent marc ecko apple remote beprepared sxsw fb
Ten percent of the crowd at &quot;Designing iPad Interfaces&quot; already have the ipad2. #SXSW,5,ten percent crowd quot design ipad interface quot already ipad2 sxsw
"#SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link}",5,sxsw mint talk mobile app development challenge tease new ipad app link
Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,3,enchantment get trustworthiness zappos likeability virgin product apple sxsw
Always wanted this! RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,irrelevant,always want rt sound voice shot exploit apple amp best buy 's 14-day return policy imacs brilliant sxsw
"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,ok 'm interested rt google launch major new social network call circle possibly today link sxsw
iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,3,ipad 2 contest full-swing great see many actsofsharing.com still plenty time join fun sxsw
iPad 2 Contest- Join actsofsharing.com and start getting your friends connected. User with most friends in their city by end of #SXSW wins!,5,ipad 2 contest- join actsofsharing.com start get friend connect user friend city end sxsw win
I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.,1,fully anticipate every geek-douche tot ipad 2 sxsw people also 's worth go
I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,1,invent quot dislike quot button ipad 2 line link sxsw
Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,3,google continue innovate n't think fathom future like sxsw
"&quot;@mention  #SXSW-Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention",5,quot sxsw-google launch major new social network call circle possibly today link via
Tx RT @mention {link}  RTâ€œ@mention Google will launch major new social network called Circles. #SXSWâ€ù,5,tx rt link rtâ˚Ô google launch major new social network call circle sxswâ˚ù
":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",3,rt quot google tweet quot new quot think speak. quot mark belinsky 911tweets panel sxsw
"Amen. @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",5,amen quot google tweet quot new quot think speak. quot mark belinsky 911tweets panel sxsw
Using @mention &quot;Pulse&quot; tools to see how the Verizon iPhone daylight saving glitch impacted #sxsw chatter.,5,use quot pulse quot tool see verizon iphone daylight save glitch impact sxsw chatter
"#sxsw @mention #1443 schwag giveaway screen cleaner and 2g flash drive, apple tv iPod shuffle raffle eod f 3/18 {link}",5,sxsw 1443 schwag giveaway screen cleaner 2g flash drive apple tv ipod shuffle raffle eod f 3/18 link
"#sxsw @mention #devops: @mention (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",5,sxsw devops umm meant go google quot complex system fail quot write doctor read like guy
"#sxsw @mention #devops: @mention &quot;Our providers: Cloudkick (monitor), PagerDuty (paging), DNSMadeEasy, Postmark, EC2, Azure, Google",5,sxsw devops quot provider cloudkick monitor pagerduty page dnsmadeeasy postmark ec2 azure google
#sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;,5,sxsw devops quot internet mean/our system complex go google 'how complex system fail doctor quot
#sxsw @mention #devops: @mention &quot;There's a Google Group on this. {link},5,sxsw devops quot 's google group link
Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,3,sxsw make impossible 2 succumb 2 upgrade ipad 's year old amp feel like 'm walk around w bag phone
Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,3,nice sxsw highlight thus far make friend w/ istock ux developer singularity blow mind oy google own
#Help @mention advance in the @mention @mention {link} #getoutthevote #sxsw #ipad #iphone #startup #cbus #cbustech,5,help advance link getoutthevote sxsw ipad iphone startup cbus cbustech
#SxSW @mention and @mention Present: THE INDUSTRY PARTY (@mention GSD&amp;M w/ 165 others) {link},5,sxsw present industry party gsd amp w/ 165 others link
"Also, @mention and @mention will be in Austin at #SXSW this weekend. Feel free to ping them if you want to talk iPad.",5,also austin sxsw weekend feel free ping want talk ipad
&quot;@mention Apple Store has had a line down the block all week long at #sxsw amazing&quot; @mention I have footage @mention,5,quot apple store line block week long sxsw amaze quot footage
"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",3,use sxsw get update temp apple store line super impressed potential app nice work yobongo
#sxsw @mention das Verpixelungsrechtâ€”the right for your house to be pixelated in Google Street Viewâ€” is a theft from the public,1,sxsw da verpixelungsrechtâ˚Ûthe right house pixelated google street viewâ˚Û theft public
"#SXSW @mention downloaded the torrent, need to put it on my iPhone",5,sxsw download torrent need put iphone
"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw Googlebook or Twitgle?&quot;",5,quot google launch major new social network call circle possibly today link sxsw googlebook twitgle quot
"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot;",5,quot google launch major new social network call circle possibly today link sxsw quot
"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; @mention",5,quot google launch major new social network call circle possibly today link sxsw quot
"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; @mention for you...",5,quot google launch major new social network call circle possibly today link sxsw quot
"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",5,quot google launch major new social network call circle possibly today link sxsw quot
"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",3,love hangover breakfast awesome swag yummy food amp rockin tune stoke griffin cordless iphone charger sxsw
"&quot;@mention Hoot New Blog post:HootSuite Mobile for #SXSW~Updates for iPhone,BBerry,Android {link} @mention",5,quot hoot new blog post hootsuite mobile sxsw~updates iphone bberry android link
+1 RT @mention I've now seen most of Austin in Google Streetview checking out apartments for #sxsw. Austin is not easy on the click.,5,+1 rt 've see austin google streetview check apartment sxsw austin easy click
#sxsw @mention in her 80s splendor dancin to the spazzmatics at ACLU google #partylikeits1986 !  {link},5,sxsw 80 splendor dancin spazzmatics aclu google partylikeits1986 link
#SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,5,sxsw interactive session mom ipad design boomer
"Nope, @mention Is NOT Launching Its Own Social Network at #SXSW {link}",5,nope launch social network sxsw link
Maybe @mention is trying to calculate how much money Mahalo is losing from the Google Farmer update #sxsw,5,maybe try calculate much money mahalo lose google farmer update sxsw
Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,3,nice told use brief case study ipad design paradigm panel sxsw
:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,3,rt love sxsw quot apple come w/ cool technology one 's ever heard n't go conference quot
+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,3,+1 rt love sxsw quot apple come cool technology one 's ever heard n't go conference quot
:) RT @mention Most not even born yet RT @mention Google's #SxSW party: &quot;Party like it's 1986&quot; [pic]: {link},5,rt even born yet rt google 's sxsw party quot party like 's 1986 quot pic link
(Y)RT @mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},5,rt new ubersocial iphone app store include uberguide sxsw sponsor mashable link
&quot;@mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},5,quot new ubersocial iphone app store include uberguide sxsw sponsor mashable link
&quot;@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},5,quot new ubersocial iphone app store include uberguide sxsw sponsor mashable link
YayRT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},5,yayrt new ubersocial iphone app store include uberguide sxsw sponsor mashable link
Grrrr @mention not muting #sxsw as thought on web or iphone :(,1,grrrr mute sxsw thought web iphone
"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",3,sxsw omit flash apple seem effective even though h264 maybe need break old thing browserwars
#SXSW @mention party (@mention Lustre Pearl Bar for Team Android at SXSW w/ @mention @mention {link},5,sxsw party lustre pearl bar team android sxsw w/ link
+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,3,+1 rt petricone say google tv browser n't think 's correct sxsw
#todo @mention Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW Mon 12:30pm {link},5,todo q amp google 's amp bing 's rank sxsw mon 12:30pm link
:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},3,rt quantter launch iphone app soon 're participate launchrock comp sxsw link
&quot;@mention Register for our private beta and to win an Apple TV during  #SXSW! Visit {link} for details&quot;,5,quot register private beta win apple tv sxsw visit link detail quot
#sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  {link},5,sxsw rock casbah partylikeits1986 digital right link
#SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,3,sxsw talk demo'ing google place w/ hotpot integrate rating/recommendation system android/iphone cool stuff
RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,3,rt rt ipad 2 take sxsw video link rt ip link vega news
Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,3,hhaha intimidate iphone app developer meetup leave sxsw
w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},3,w00t write hollergram ipad app sxsw link
Walking into Google party. #SXSW,5,walk google party sxsw
If your into iPhone photography check out this @mention printer at #sxsw #instaprint {link},5,iphone photography check printer sxsw instaprint link
Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,3,walk pop-up apple store like walk future ipad type computer sxsw
A smart entrepreneur would set up an on-line consignment shop to help sell off all those outdated iPad1 units at #SxSW {link},5,smart entrepreneur would set on-line consignment shop help sell outdated ipad1 unit sxsw link
Wait.  Control speed of vibrator via iPhone?  #sxsw #awkward. How do you monetize that? Heh.,5,wait control speed vibrator via iphone sxsw awkward monetize heh
Z37: Cleanup on Aisle 3! {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #zlf,5,z37 cleanup aisle 3 link code valid 4:00-7:59:59p 03/14/11 infektd sxsw zlf
&lt;10 minute line for ipad 2 at the temporary apple store #sxsw,5,lt 10 minute line ipad 2 temporary apple store sxsw
"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",1,organic unveils broadfeed social news app ipad audience get head door sxsw
At the convention center and waiting for google's marissa mayer to take the stage! #sxsw ^AE,5,convention center wait google 's marissa mayer take stage sxsw ^ae
"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",3,convention center get stuff ready sxsw thank god iphone
Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,3,almost convince 's time iphone courtesy one w/a blackberry austin sxsw
My ipad envy couldn't be any greater. Waaaaaa. #sxsw,3,ipad envy could n't great waaaaaa sxsw
At the sony area at buffalo billards tweeting from a google tv. #sxsw,5,sony area buffalo billards tweet google tv sxsw
Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},3,win sony xperia play android phone sxsw tuesday 3/15 detail link
Pengen jdnya RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},5,pengen jdnya rt new ubersocial iphone app store include uberguide sxsw sponsor cont link
Google denying the appearance of Circles in crop fields at #sxsw but not their existence.... Next in #SocialMedia,5,google deny appearance circle crop field sxsw existence next socialmedia
Big ups to @mention for his AWESOME #Austin for newbies map: {link} #SXSW,5,big ups awesome austin newbie map link sxsw
heading to @mention #pvhouse? first 2 snackers to tweet us &amp; find one of our popchicks will #win an iPhone 4 case! #sxsw,5,head pvhouse first 2 snacker tweet u amp find one popchicks win iphone 4 case sxsw
Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,3,head quot mom ipad design boomer quot hope 's fun sxsw
"Heading to #SXSW Austin TX. Staying with @mention â€” long-time mac developer, SmartFriend(tm), and developer of iPad app Cha@mention",5,head sxsw austin tx stay â˚Û long-time mac developer smartfriend tm developer ipad app cha
Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,3,head sxsw later week sure download heattracker iphone ipod touch know 's hot 's austin
Heading to #sxsw this weekend? Our author is hosting an Android Dev Meetup. You should stop by! {link},5,head sxsw weekend author host android dev meetup stop link
"Heading to #sxsw? We're hosting an Android dev meetup, 1:30-2:30pm. Details to follow, but let's plan on geeking out.",5,head sxsw 're host android dev meetup 1:30-2:30pm detail follow let 's plan geeking
Talking to a 15 year old iPhone developer genius who came to SXSW with his proud dad. #SXSW @mention BD Riley's Irish Pub {link},5,talk 15 year old iphone developer genius come sxsw proud dad sxsw bd riley 's irish pub link
"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",3,willing admit 'm tiny bit jealous sxsw-bound temperature high 20 apple pop ipad 2 's love
Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,1,mayer also admits google need quot step quot customer support google map sxsw
"Here we go again! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,go rt google launch major new social network call circle possibly today link sxsw
#Google to Announce Google Circles Social Network at #SXSW {link} #seo #sem #googlecircles #topnews,5,google announce google circle social network sxsw link seo sem googlecircles topnews
1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,3,1 hour ago apple n't store downtown austin store hundred people ipad2 sxsw
Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,3,head austin sxsw wkend love set pop-up store 6th amp congress deal mass geek influx ipad2 release
Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,3,head austin sxsw austin guide iphone free limited time link lp travel
Heading to Austin? check out EVR's #sxsw preview show: {link} Also available under 'shows' via #evrmobile for iPhone &amp; Android,5,head austin check evr 's sxsw preview show link also available 'shows via evrmobile iphone amp android
This is SO awesome. RT @mention Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention Enjoy!,5,awesome rt head austin sxsw check map newbie link enjoy
Heading to Ballroom D to see google's marissa Mayer with @mention #sxsw,5,head ballroom see google 's marissa mayer sxsw
Excited to be part of the @mention twitter family!  Stop by the PepsiCo Playground at #SXSW to learn how you can win an ipad!,5,excite part twitter family stop pepsico playground sxsw learn win ipad
Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},3,best photo booth far google 's league extraordinary h4ckers sxsw link
"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",3,try buy ipad week sxsw apple store every time go sell one want
Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,3,idea combine google analytics tool know website program something sxsw bavcid
Warning to Dictators: You can no longer hide your stinkin' F1 racetrack in your backyard ...say hello to Google Earth. #sxsw,5,warn dictator longer hide stinkin f1 racetrack backyard .say hello google earth sxsw
#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,1,google expensive mobile data plan kill flavor contextual discovery abroad sxsw pnid
4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,3,4g connectivity iphone smart phone joe berry sxsw connectedcar
Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÃ¡o #sxsw,3,head free google-sponsored happy hour semantic web austin fogo de chÏ·o sxsw
{link} Two friendly Austin police guarding the Apple store with ipad in hand #sxsw,5,link two friendly austin police guard apple store ipad hand sxsw
we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,3,need get ipad 2 apple opening temp store downtown austin sxsw ipad 2 launch bit.ly/g03mzb via
One way to go about the job search at #SXSW - &quot;are you guys hiring&quot; - man in audience to Google's @mention during Q&amp;A,5,one way go job search sxsw quot guy hire quot man audience google 's q amp
"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",1,decide go la instead sxsw amp iphone would useful brick austin
I guess no Google social network just yet. But soon? #socialmedia #sxsw #facebook #monopoly #integration {link},5,guess google social network yet soon socialmedia sxsw facebook monopoly integration link
Heading to hear @mention but detouring to the pop up apple store #sxsw,5,head hear detour pop apple store sxsw
Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,3,feel inspire come sxsw apple tv'ed social network justinjustinjustin
Heading to iPad Design Headaches in Hilton - Salon J #sxsw,1,head ipad design headache hilton salon j sxsw
Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,3,excite know google circle lucky folk sxsw first see possible launch today link sxsw
Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,3,curious know devs think ref iphone v android development sxsw buzz still seem favour iphone year
"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} #sxsw",5,google launch major new social network call circle possibly today link sxsw
"#Google to Launch Major New Social Network Called #Circles, Possibly Today {link} RT @mention #SXSW",5,google launch major new social network call circle possibly today link rt sxsw
"#Google to Launch Major New Social Network Called #Circles, Possibly Today #sxsw {link}",5,google launch major new social network call circle possibly today sxsw link
"#Google to Launch Major New Social Network Called Circles, Possibly Today {link} #socailmedia #facebook #networks #sxsw #tech",5,google launch major new social network call circle possibly today link socailmedia facebook network sxsw tech
"#Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sm #sxsw",5,google launch major new social network call circle possibly today link via sm sxsw
"GOOGLE  to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,google launch major new social network call circle possibly today link sxsw
Google 'to launch social network in May' - Independent.ie {link} #sxsw,5,google 'to launch social network may independent.ie link sxsw
It is also limited in its abilities. Its a balance. RT @mention @mention An iPad is cheaper than most laptops. #newsapps #sxsw,irrelevant,also limited ability balance rt ipad cheaper laptop newsapps sxsw
Heading to lunch @mention B.D. Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,5,head lunch b.d ridley 's link refresh austin welcome lunch sxsw event
Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.,5,awesome meet stand apple queue sxsw yesterday day 2
Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,1,excite meet sxsw show sprint galaxy still run android 2.1. fail
Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},3,excite meet team way apple store go download app 're sxsw link
"He came to my school last Thursday, on Febuary the {link} iPad #sxsw",5,come school last thursday febuary link ipad sxsw
Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,3,great demo google map marissa mayer 3d view amaze 150m mobile user sxsw
iPhone too old for #SXSW schedule app. Oh noes.  #rejection,1,iphone old sxsw schedule app oh no rejection
"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",3,excite say n't use foursquare gowalla google place since 've gotten sxsw.and 've survive amaze
Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,3,pleased see josh clark feature client ipad design presentation sxsw
"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,excite see rt google launch major new social network call circle possibly today link sxsw
Anxious to see what Google has in store for #SXSW today.,3,anxious see google store sxsw today
"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",3,sure stop sxsw booth today show one game run ipad 2 could get free gift sxsw sxsw11
heading to talk by @mention #searchengineland #sxsw on a q&amp;a session with @mention &amp; bing,5,head talk searchengineland sxsw q amp session amp bing
Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,3,excite tell y'all wonder android today sxsw see soon
Heading to the Apple pop-up store at #SXSW,5,head apple pop-up store sxsw
So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},3,go apple store kingston friend sxsw new ipad 's get something cheer link
Made it to the front of the line at the Apple Store at #SXSW #iPad2,5,make front line apple store sxsw ipad2
Strange to think that last year there was no iPad and the IE9 preview was just released. #sxsw,5,strange think last year ipad ie9 preview release sxsw
"Welcome to TX. Make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",5,welcome tx make friend spend lotsa money amp importantly look ur iphone occasionally u expect 2 get run sxsw
Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,irrelevant,anyone go buy new ipad donate japan tsunami victim instead sxsw
There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,1,'s way call ipad count sxsw reasonable think 's one every 2 people
Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},3,google two-factor auth awesome 're use public computer use sxsw link
"Well hello, #SXSW! Here's a free @mention sampler, to celebrate the festival this year, including Barton Hollow: {link}",5,well hello sxsw 's free sampler celebrate festival year include barton hollow link
"Really? So, no Google Me or Circles for now? RT @mention We're not launching any products at #SXSW but we're doing plenty else.",5,really google circle rt 're launch product sxsw 're plenty else
Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,3,fantastico rt marissa mayer google connect digital amp physical world mobile link sxsw
Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,3,mine toooo rt ipad envy roof thanks every person sxsw
Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,3,umm hello android rt awesome new version iphone new web site come sxsw
Found a road dawg to check out this iPad store #sxsw @mention,3,found road dawg check ipad store sxsw
Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,3,two ipad observation sxsw vast majority people use see lot 2 today look nice appletakingoverworld
Talking local search. No surprises. // Does Google Hotpot weight those reviews heavier than other sites' in results? cc @mention #SXSW,5,talk local search surprise // google hotpot weight review heavier site result cc sxsw
Talking social media monitoring platforms; SM2 vs Radian6 vs Google Analytics #smmnextgen #sxsw -- right in line w/ a convo I had last night,5,talk social medium monitoring platform sm2 v radian6 v google analytics smmnextgen sxsw -- right line w/ convo last night
the 35 #socialmedia and #music stories you may have missed this weekend {link} via @mention #sxsw #ipad2 #iphone,5,35 socialmedia music story may miss weekend link via sxsw ipad2 iphone
Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),1,apple autocorrect weird ogilvy autocorrects idiocy ogilvynotes sxsw
"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",3,sweet good ipad 2 verizon life peaked sxsw
Earlier today: A story about a guy named Shawn Blanc {link} #mac #apple #sxsw cc: @mention,5,earlier today story guy name shawn blanc link mac apple sxsw cc
At home today. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,irrelevant,home today sxsw quot apple come cool technology one 's ever heard n't go conference quot
"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",3,googledoodle sxsw google doodle simple surface complex intricate underneath
"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",3,google doodle kind social agenda remind u fact event belong u sxsw googledoodle
"Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles",5,google doodle aim bring people together socially promote communal experience sxsw googledoodles
Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,3,google doodle always strive respect complement original artwork googledoodle sxsw
"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",1,google product showcase never feel cool price tag brand equity wow factor attach sxsw marissa mayer
